"id","item","texteffect","chislo"
"468","tl2_eyeofthekillbot","Weapon: 9% reduction in Fumble Chance","9"
"469","tl2_eyeofthedragon","Weapon: 5% chance to cast Meteor Strike from target","5"
"470","tl2_eyeofthedragon","Armor/Trinket: +1 seconds of Burn/Shock/Freeze/Poison","1"
"471","tl2_eyeofthemanaforged","Armor/Trinket: -2 to all item character stat requirements","2"
"472","tl2_eyeofthemanaforged","Weapon: 8% Damage bonus when dual-wielding","8"
"473","tl2_eyeofthemanaguardian","Weapon: 5% chance to cast Chaotic Rift on strike","5"
"474","tl2_eyeofthemanaguardian","Armor/Trinket: +3 Mana/sec for every monster within 3 meters","3"
"475","tl2_eyeofthemanticore","Weapon: 20% bonus to Critical Damage","20"
"476","tl2_eyeofthemanticore","Armor/Trinket: All Damage Taken is reduced by -2%","2"
"477","tl2_eyeofthewerewolf","Weapon: 25 Health stolen on hit","25"
"478","tl2_eyeofthewerewolf","Armor/Trinket: +12 Strength Attribute bonus","12"
"479","tl2_eyeofthewraithlord","Weapon: 5% chance to cast Lightning from target","5"
"480","tl2_eyeofthewraithlord","Armor/Trinket: +3 Mana/sec for every monster within 3 meters","3"
"481","tl2_eyeoftiamat","Weapon: 3% chance to cast Tiamat`s Wrath on strike","3"
"482","tl2_eyeoftiamat","Armor/Trinket: 3% chance to cast Tiamat`s Wrath when you get hit","3"
"483","tl2_eyeofwinterwidow","Weapon: -6 to All Armor per hit","6"
"484","tl2_eyeofwinterwidow","Armor/Trinket: +6 Focus Attribute bonus","6"
"485","tl2_flameember_rank1","Weapon: +7 Fire Damage","7"
"486","tl2_flameember_rank1","Armor/Trinket: +8 Fire Armor","8"
"487","tl2_flameember_rank2","Weapon: +14 Fire Damage","14"
"488","tl2_flameember_rank2","Armor/Trinket: +23 Fire Armor","23"
"489","tl2_flameember_rank3","Weapon: +22 Fire Damage","22"
"490","tl2_flameember_rank3","Armor/Trinket: +40 Fire Armor","40"
"491","tl2_flameember_rank4","Weapon: +29 Fire Damage","29"
"492","tl2_flameember_rank4","Armor/Trinket: +58 Fire Armor","58"
"493","tl2_flameember_rank5","Weapon: +37 Fire Damage","37"
"494","tl2_flameember_rank5","Armor/Trinket: +77 Fire Armor","77"
"495","tl2_flameember_rank6","Weapon: +45 Fire Damage","45"
"496","tl2_flameember_rank6","Armor/Trinket: +97 Fire Armor","97"
"497","tl2_flameember_rank7","Weapon: +52 Fire Damage","52"
"498","tl2_flameember_rank7","Armor/Trinket: +117 Fire Armor","117"
"499","tl2_goldgem1","Weapon: 1% increase in the amount of gold found","1"
"500","tl2_goldgem2","2% increase in the amount of gold found","2"
"501","tl2_goldgem3","Weapon: 3% increase in the amount of gold found","3"
"502","tl2_goldgem4","Weapon: 4% increase in the amount of gold found","4"
"503","tl2_goldgem5","Weapon: 5% increase in the amount of gold found","5"
"504","tl2_goldgem6","Weapon: 6% increase in the amount of gold found","6"
"505","tl2_iceember_rank1","Weapon: +7 Ice Damage","7"
"506","tl2_iceember_rank1","Armor/Trinket: +8 Ice Armor","8"
"507","tl2_iceember_rank2","Weapon: +14 Ice Damage","14"
"508","tl2_iceember_rank2","Armor/Trinket: +23 Ice Armor","23"
"509","tl2_iceember_rank3","Weapon: +22 Ice Damage","22"
"510","tl2_iceember_rank3","Armor/Trinket: +40 Ice Armor","40"
"511","tl2_iceember_rank4","Weapon: +29 Ice Damage","29"
"512","tl2_iceember_rank4","Armor/Trinket: +58 Ice Armor","58"
"513","tl2_iceember_rank5","Weapon: +37 Ice Damage","37"
"514","tl2_iceember_rank5","Armor/Trinket: +77 Ice Armor","77"
"515","tl2_iceember_rank6","Weapon: +45 Ice Damage","45"
"516","tl2_iceember_rank6","Armor/Trinket: +97 Ice Armor","97"
"517","tl2_iceember_rank7","Weapon: +52 Ice Damage","52"
"518","tl2_iceember_rank7","Armor/Trinket: +117 Ice Armor","117"
"519","tl2_keltonsrock","Weapon: +8% Attack Speed","8"
"520","tl2_keltonsrock","Armor/Trinket: 4% increase in magic-finding Luck","4"
"521","tl2_keltonsrock","Weapon: 2% chance to cast Fully Heal Self on kill","2"
"522","tl2_keltonsrock","Weapon: 5% chance to cast Meteor Strike on kill","5"
"523","tl2_lens","Armor/Trinket: 2% chance to cast Fully Heal Self when you get hit","2"
"524","tl2_lens","Weapon: 3% chance to cast Fully Heal Self on kill","3"
"525","tl2_luckgem1","1% increase in magic-finding Luck","1"
"526","tl2_luckgem2","Weapon: 2% increase in magic-finding Luck","2"
"527","tl2_luckgem3","Weapon: 3% increase in magic-finding Luck","3"
"528","tl2_luckgem4","Weapon: 4% increase in magic-finding Luck","4"
"529","tl2_luckgem5","Weapon: 5% increase in magic-finding Luck","5"
"530","tl2_luckgem6","Weapon: 6% increase in magic-finding Luck","6"
"531","tl2_parts_weapon1","Armor/Trinket: +1% to Physical Armor","1"
"532","tl2_parts_weapon1","Weapon: +2% Attack Speed","2"
"533","tl2_parts_weapon2","Armor/Trinket: +2% to Physical Armor","2"
"534","tl2_parts_weapon2","Weapon: +4% Attack Speed","4"
"535","tl2_parts_weapon3","Armor/Trinket: +3% to Physical Armor","3"
"536","tl2_parts_weapon3","Weapon: +6% Attack Speed","6"
"537","tl2_parts_weapon4","Armor/Trinket: +4% to Physical Armor","4"
"538","tl2_parts_weapon4","Weapon: +8% Attack Speed","8"
"539","tl2_parts_weapon5","Armor/Trinket: +5% to Physical Armor","5"
"540","tl2_parts_weapon5","Weapon: +10% Attack Speed","10"
"541","tl2_poggslammer"," Charge  rate increased by 5%","5"
"542","tl2_poggslammer","Weapon: 20% chance to break enemy shields","20"
"543","tl2_skull001","Armor/Trinket: +5 to Physical Armor","5"
"544","tl2_skull001","Weapon: +6 Physical Damage","6"
"545","tl2_skull002","Armor/Trinket: 3 Health recovery per second","3"
"546","tl2_skull002","Weapon: +30% Damage to secondary targets","30"
"547","tl2_skull003","Weapon: -3 to All Armor per hit","3"
"548","tl2_skull003","Armor/Trinket: 1 Mana recovery per second","1"
"549","tl2_skull004","Weapon: +4% Critical Hit Chance","4"
"550","tl2_skull004","Armor/Trinket: +4% to All Damage","4"
"551","tl2_skull005","Weapon: 35 Physical Damage over 5 sec.","35"
"552","tl2_skull005","Armor/Trinket: +8% Ranged Weapon Damage bonus","8"
"553","tl2_skull006","Armor/Trinket: 1 Mana recovery per second","1"
"554","tl2_skull006","Weapon: Silence for 2 sec.","2"
"555","tl2_skull007","Weapon: 12 Health stolen on hit","12"
"556","tl2_skull007","Armor/Trinket: +126 Health","126"
"557","tl2_skull008","Weapon: 4 Mana stolen on hit","4"
"558","tl2_skull008","Armor/Trinket: 6% increase in the amount of gold found","6"
"559","tl2_skull009","Armor/Trinket: +10 Vitality Attribute bonus","10"
"560","tl2_skull009","Weapon: 80 Physical Damage over 5 sec.","80"
"561","tl2_skull010","Weapon: 20% bonus to Critical Damage","20"
"562","tl2_skull010","Armor/Trinket: +12 Vitality Attribute bonus","12"
"563","tl2_skull011","Armor/Trinket: +20 Vitality Attribute bonus","20"
"564","tl2_skull011","Weapon: 20% chance to break enemy shields","20"
"565","tl2_skull012","5% chance to Burn for 5 sec.","5"
"566","tl2_skull012","Armor/Trinket: 46 Physical Damage Reflected","46"
"567","tl2_skull013","Weapon: 5% chance to Shock for 5 sec.","5"
"568","tl2_skull013","Armor/Trinket: 22 Health recovery per second","22"
"569","tl2_skull014","Weapon: 33 Health stolen on hit","33"
"570","tl2_skull014","+6% to Physical Armor","6"
"571","tl2_skull015","Weapon: 5% chance to Poison for 5 sec.","5"
"572","tl2_skull015","Armor/Trinket: +26 to Physical Armor","26"
"573","tl2_skull016","Weapon: 9 Mana stolen on hit","9"
"574","tl2_skull016","Armor/Trinket: 2 Mana recovery per second","2"
"575","tl2_skull017","Weapon: 5% chance to Freeze for 5 sec.","5"
"576","tl2_skull017","Armor/Trinket: +23 Mana","23"
"577","tl2_skull018","Weapon: 425 Physical Damage over 5 sec.","425"
"578","tl2_skull018","Armor/Trinket: +25% pet and minion Armor","25"
"579","tl2_skull019","Weapon: +80 Physical Damage","80"
"580","tl2_skull019","Armor/Trinket: +25% pet and minion Damage","25"
"581","tl2_skull020","Weapon: 5% chance that target Flees for 12 sec.","5"
"582","tl2_skull020","Armor/Trinket: 33 Health recovery per second","33"
"583","tl2_skull021","Weapon: +50 Knockback","50"
"584","tl2_skull021","Armor/Trinket: +37 Dexterity Attribute bonus","37"
"585","tl2_skull022","Weapon: +12% Attack Speed","12"
"586","tl2_skull022","Armor/Trinket: 3 Mana recovery per second","3"
"587","tl2_skull023","Weapon: -84 to All Armor per hit","84"
"588","tl2_skull023","Armor/Trinket: All Damage Taken is reduced by -5%","5"
"589","tl2_skull024","Weapon: -89 to All Armor per hit","89"
"590","tl2_skull024","Armor/Trinket: +40 Strength Attribute bonus","40"
"591","tl2_skull025","Weapon: 10% chance that target Flees for 3 sec.","10"
"592","tl2_skull025","Armor/Trinket: 3 Mana recovery per second","3"
"593","tl2_skull026","Weapon: +8% to Electric Damage","8"
"594","tl2_skull026","+8% to Fire Damage","8"
"595","tl2_skull026","+8% to Ice Damage","8"
"596","tl2_skull026","+8% to Poison Damage","8"
"597","tl2_skull026","Armor/Trinket: +538 Health","538"
"598","tl2_skull027","Armor/Trinket: +38 Mana","38"
"599","tl2_skull027","Weapon: 470 Physical Damage over 5 sec.","470"
"600","tl2_skull028","Weapon: 20 Mana stolen on hit","20"
"601","tl2_skull028","Armor/Trinket: 20% increase in the amount of gold found","20"
"602","tl2_skull029","Weapon: 96 Health stolen on hit","96"
"603","tl2_skull029","Armor/Trinket: 41 Health recovery per second","41"
"604","tl2_skull030","Weapon: 1% chance to charm target for 60 sec.","1"
"605","tl2_skull030","Armor/Trinket: +20% Ranged Weapon Damage bonus","20"
"606","tl2_skull031","Weapon: 10% chance to Burn for 5 sec.","10"
"607","tl2_skull031","Armor/Trinket: +52 Mana","52"
"608","tl2_skull032","Weapon: 10% chance to Shock for 5 sec.","10"
"609","tl2_skull032","Armor/Trinket: +876 Health","876"
"610","tl2_skull033","Weapon: 10% chance to Freeze for 5 sec.","10"
"611","tl2_skull033","+64 Poison Armor","64"
"612","tl2_skull033","+64 Ice Armor","64"
"613","tl2_skull033","+64 Fire Armor","64"
"614","tl2_skull033","+64 Electric Armor","64"
"615","tl2_skull034","Weapon: 1555 Physical Damage over 5 sec.","1555"
"616","tl2_skull034","Armor/Trinket: +35% pet and minion Armor","35"
"617","tl2_skull035","Weapon: 10% chance to Poison for 5 sec.","10"
"618","tl2_skull035","Armor/Trinket: +1540 Health","1540"
"619","tl2_skull036","Weapon: 60% bonus to Critical Damage","60"
"620","tl2_skull036","Armor/Trinket: 67 Health recovery per second","67"
"621","tl2_skull037","+100% Damage to secondary targets","100"
"622","tl2_skull037","Armor/Trinket: +6% to All Damage","6"
"623","tl2_skull038","Weapon: +80 Knockback","80"
"624","tl2_skull038","Armor/Trinket: 258 Physical Damage Reflected","258"
"625","tl2_skull039","Armor/Trinket: 5 Mana recovery per second","5"
"626","tl2_skull039","Weapon: 15% chance to Stun target for 2 sec.","15"
"627","tl2_skull040","Weapon: 7% chance that target Flees for 12 sec.","7"
"628","tl2_skull040","Armor/Trinket: +96 Mana","96"
"629","tl2_skull041","Weapon: 48 Mana stolen on hit","48"
"630","tl2_skull041","Armor/Trinket: +35% pet and minion Damage","35"
"631","tl2_skull042","Weapon: 15% chance that target Flees for 3 sec.","15"
"632","tl2_skull042","Armor/Trinket: 74 Health recovery per second","74"
"633","tl2_skull043","Weapon: +18% Attack Speed","18"
"634","tl2_skull043","Armor/Trinket: 360 Physical Damage Reflected","360"
"635","tl2_skull044","Weapon: +200 Physical Damage","200"
"636","tl2_skull044","Armor/Trinket: +15% to Physical Armor","15"
"637","tl2_skull045","Weapon: +10% Critical Hit Chance","10"
"638","tl2_skull045","Armor/Trinket: 5 Mana recovery per second","5"
"639","tl2_skull046","20% chance to Poison for 5 sec.","20"
"640","tl2_skull046","Armor/Trinket: +62 Focus Attribute bonus","62"
"641","tl2_skull047","Weapon: -404 to All Armor per hit","404"
"642","tl2_skull047","Armor/Trinket: 103 Health recovery per second","103"
"643","tl2_skull048","Weapon: 20% chance to Burn for 5 sec.","20"
"644","tl2_skull048","Armor/Trinket: 653 Physical Damage Reflected","653"
"645","tl2_skull049","20% chance to Shock for 5 sec.","20"
"646","tl2_skull049","Armor/Trinket: +10% to All Damage","10"
"647","tl2_skull050","Weapon: 282 Health stolen on hit","282"
"648","tl2_skull050","Armor/Trinket: 7% increase in magic-finding Luck","7"
"649","tl2_skull051","Weapon: 3970 Physical Damage over 5 sec.","3970"
"650","tl2_skull051","Armor/Trinket: 50% Slow Resistance","50"
"651","tl2_skull052","Weapon: 100% chance to Freeze for 5 sec.","100"
"652","tl2_skull052","Armor/Trinket: 25% chance to reflect missiles at 50% weapon DPS","25"
"653","tl2_sparkember_rank1","Weapon: +7 Electric Damage","7"
"654","tl2_sparkember_rank1","Armor/Trinket: +8 Electric Armor","8"
"655","tl2_sparkember_rank2","Weapon: +14 Electric Damage","14"
"656","tl2_sparkember_rank2","Armor/Trinket: +23 Electric Armor","23"
"657","tl2_sparkember_rank3","Weapon: +22 Electric Damage","22"
"658","tl2_sparkember_rank3","Armor/Trinket: +40 Electric Armor","40"
"659","tl2_sparkember_rank4","Weapon: +29 Electric Damage","29"
"660","tl2_sparkember_rank4","Armor/Trinket: +58 Electric Armor","58"
"661","tl2_sparkember_rank5","Weapon: +37 Electric Damage","37"
"662","tl2_sparkember_rank5","Armor/Trinket: +77 Electric Armor","77"
"663","tl2_sparkember_rank6","Weapon: +45 Electric Damage","45"
"664","tl2_sparkember_rank6","Armor/Trinket: +97 Electric Armor","97"
"665","tl2_sparkember_rank7","Weapon: +52 Electric Damage","52"
"666","tl2_sparkember_rank7","Armor/Trinket: +117 Electric Armor","117"
"667","tl2_venomember_rank1","Weapon: +7 Poison Damage","7"
"668","tl2_venomember_rank1","Armor/Trinket: +8 Poison Armor","8"
"669","tl2_venomember_rank2","Weapon: +14 Poison Damage","14"
"670","tl2_venomember_rank2","Armor/Trinket: +23 Poison Armor","23"
"671","tl2_venomember_rank3","Weapon: +22 Poison Damage","22"
"672","tl2_venomember_rank3","Armor/Trinket: +40 Poison Armor","40"
"673","tl2_venomember_rank4","Weapon: +29 Poison Damage","29"
"674","tl2_venomember_rank4","Armor/Trinket: +58 Poison Armor","58"
"675","tl2_venomember_rank5","Weapon: +37 Poison Damage","37"
"676","tl2_venomember_rank5","Armor/Trinket: +77 Poison Armor","77"
"677","tl2_venomember_rank6","Weapon: +45 Poison Damage","45"
"678","tl2_venomember_rank6","Armor/Trinket: +97 Poison Armor","97"
"679","tl2_venomember_rank7","Weapon: +52 Poison Damage","52"
"680","tl2_venomember_rank7","Armor/Trinket: +117 Poison Armor","117"
"681","tl2_willieseye","Armor/Trinket: +3% to Physical Armor","3"
"682","tl2_willieseye","Weapon: 15 Physical Damage over 5 sec.","15"
"683","zzz_basilisk_eye1","Weapon: 3% chance to cast Acid Rain from target","3"
"684","zzz_basilisk_eye1","Armor/Trinket: +41 Poison Armor","41"
"685","zzz_basilisk_eye2","Armor/Trinket: +41 Electric Armor","41"
"686","zzz_basilisk_eye2","Weapon: 5% chance to cast Thunder from target","5"
"687","zzz_basilisk_eye3","Armor/Trinket: +18 Mana","18"
"688","zzz_basilisk_eye3","Weapon: 5% chance to cast Chaotic Rift on strike","5"
"689","fist_m01slots","BLANK_NO_EFFECTS",""
"690","fist_m02slots","BLANK_NO_EFFECTS",""
"691","fist_m03slots","BLANK_NO_EFFECTS",""
"692","fist_m04slots","BLANK_NO_EFFECTS",""
"693","fist_m05slots","BLANK_NO_EFFECTS",""
"694","fist_m06slots","BLANK_NO_EFFECTS",""
"695","fist_m07slots","BLANK_NO_EFFECTS",""
"696","fist_m08slots","BLANK_NO_EFFECTS",""
"697","fist_u01","+3% Cast Speed","3"
"698","fist_u01","-2 to All Armor per hit","2"
"699","fist_u01","+11 Health","11"
"700","fist_u01","4% Damage bonus when dual-wielding","4"
"701","fist_u01","+10% chance to Execute","10"
"702","fist_u01","4% chance to Stun target for 5 sec.","4"
"703","fist_u01","+3% to Ice Damage","3"
"704","fist_u01b","15% chance to cast Eviscerate","15"
"705","fist_u01b","5% chance to cast Eviscerate","5"
"706","fist_u01b","40 Physical Damage over 5 sec.","40"
"707","fist_u01b","Silence for 1 sec.","1"
"708","fist_u01c"," Augmented Weapon:     ",""
"709","fist_u01c"," Kill 50 Zombies to Upgrade ","50"
"710","fist_u01c","125 Physical Damage over 5 sec.","125"
"711","fist_u01c","10% chance to cast Raise Shadowling on kill","10"
"712","fist_u01c","------------------",""
"713","fist_u01c","5% chance to Freeze for 5 sec.","5"
"714","fist_u01c","2 Mana stolen on hit","2"
"715","fist_u01c","+5% to Ice Damage","5"
"716","fist_u01c","12% Damage bonus when dual-wielding","12"
"717","fist_u02","+12% Attack Speed","12"
"718","fist_u02","+3% Cast Speed","3"
"719","fist_u02","20% bonus to Critical Damage","20"
"720","fist_u02"," Charge  rate increased by 5%","5"
"721","fist_u02","+5% chance to Execute","5"
"722","fist_u02b","+10% Critical Hit Chance","10"
"723","fist_u02b","-8 to All Armor per hit","8"
"724","fist_u02b","8 Health stolen on hit","8"
"725","fist_u02b","+5% pet and minion Health","5"
"726","fist_u02c"," Augmented Weapon:     ",""
"727","fist_u02c"," Kill 50 Ezrohir to Upgrade ","50"
"728","fist_u02c","6% chance to cast Acid Rain from target","6"
"729","fist_u02c","15% chance to Stun target for 2 sec.","15"
"730","fist_u02c","------------------",""
"731","fist_u02c"," Charge  decay rate decreased by -30%","30"
"732","fist_u02c"," Charge  rate increased by 15%","15"
"733","fist_u02c","95 Physical Damage over 5 sec.","95"
"734","fist_u02c","6% reduction in Fumble Chance","6"
"735","fist_u03","+11 Physical Damage","11"
"736","fist_u03","+5 Dexterity Attribute bonus","5"
"737","fist_u03","45 Physical Damage over 5 sec.","45"
"738","fist_u03","+6% to Ice Damage","6"
"739","fist_u03","15% chance to Stun target for 2 sec.","15"
"740","fist_u03","Silence for 1 sec.","1"
"741","fist_u03","4% faster movement speed","4"
"742","fist_u03b","+3% Attack Speed","3"
"743","fist_u03b","+2% Critical Hit Chance","2"
"744","fist_u03b","+45% chance to Execute","45"
"745","fist_u03c","20% bonus to Critical Damage","20"
"746","fist_u03c","-49 to All Armor per hit","49"
"747","fist_u03c","2% increase in magic-finding Luck","2"
"748","fist_u03c","+10% pet and minion Armor","10"
